"V1"	"V2"	"V3"	"V4"
"46"	"chr1"	"9147086"	"9152086"	"38783"
"47"	"chr1"	"9645138"	"9650138"	"40762"
"48"	"chr1"	"9645138"	"9650138"	"40763"
"49"	"chr1"	"9645138"	"9650138"	"40765"
"50"	"chr1"	"9645138"	"9650138"	"40766"
"51"	"chr1"	"9710805"	"9719730"	"41495"
"52"	"chr1"	"9710805"	"9719730"	"41498"
"53"	"chr1"	"9710805"	"9719730"	"41500"
"54"	"chr1"	"9710805"	"9719730"	"41501"
"55"	"chr1"	"9966988"	"9976770"	"42473"
"56"	"chr1"	"10844387"	"10859919"	"48726"
"57"	"chr1"	"10844387"	"10859919"	"48730"
"58"	"chr1"	"10844387"	"10859919"	"48731"
"59"	"chr1"	"10844387"	"10859919"	"48748"
"60"	"chr1"	"10844387"	"10859919"	"48760"
"61"	"chr1"	"10844387"	"10859919"	"48762"
"62"	"chr1"	"10844387"	"10859919"	"48764"
"63"	"chr1"	"11039443"	"11046834"	"49829"
"64"	"chr1"	"11039443"	"11046834"	"49881"
"65"	"chr1"	"11327981"	"11338704"	"53030"
"66"	"chr1"	"11327981"	"11338704"	"53031"
"67"	"chr1"	"11327981"	"11338704"	"53032"
"68"	"chr1"	"11705329"	"11717347"	"53726"
"69"	"chr1"	"11722754"	"11727775"	"54716"
"70"	"chr1"	"11722754"	"11727775"	"54719"
"71"	"chr1"	"11722754"	"11727775"	"54723"
"72"	"chr1"	"11792893"	"11797893"	"56203"
"73"	"chr1"	"11884143"	"11901355"	"58813"
"74"	"chr1"	"11980154"	"11990122"	"60260"
"75"	"chr1"	"12034073"	"12041913"	"61104"
"76"	"chr1"	"12831701"	"12836701"	"66466"
"77"	"chr1"	"12834474"	"12839474"	"66851"
"78"	"chr1"	"15572274"	"15577916"	"74067"
"79"	"chr1"	"15716164"	"15721164"	"74677"
"80"	"chr1"	"15682714"	"15717221"	"75291"
"81"	"chr1"	"15763056"	"15768056"	"76699"
"82"	"chr1"	"15763056"	"15768056"	"76704"
"83"	"chr1"	"15763056"	"15768056"	"76708"
"84"	"chr1"	"15942535"	"15948857"	"78760"
"85"	"chr1"	"15942535"	"15948857"	"78761"
"86"	"chr1"	"15942535"	"15948857"	"78762"
"87"	"chr1"	"15942535"	"15948857"	"78763"
"88"	"chr1"	"15942535"	"15948857"	"78766"
"89"	"chr1"	"16008061"	"16023603"	"79374"
"90"	"chr1"	"16064296"	"16081772"	"80065"
"91"	"chr1"	"16467015"	"16485102"	"83101"
"92"	"chr1"	"16467015"	"16485102"	"83102"
"93"	"chr1"	"16467015"	"16485102"	"83103"
"94"	"chr1"	"16467015"	"16485102"	"83104"
"95"	"chr1"	"16530290"	"16538419"	"83833"
"96"	"chr1"	"16688136"	"16693136"	"83860"
"97"	"chr1"	"16555003"	"16560581"	"84653"
"98"	"chr1"	"16555003"	"16560581"	"84659"
"99"	"chr1"	"16555003"	"16560581"	"84662"
"100"	"chr1"	"17572064"	"17577064"	"89542"
"101"	"chr1"	"17864698"	"17872687"	"92140"
"102"	"chr1"	"19531652"	"19537425"	"97882"
"103"	"chr1"	"19531652"	"19537425"	"97902"
"104"	"chr1"	"19535550"	"19540550"	"98286"
"105"	"chr1"	"19562357"	"19567357"	"98700"
"106"	"chr1"	"19562357"	"19567357"	"98708"
"107"	"chr1"	"19562357"	"19567357"	"98711"
"108"	"chr1"	"19562357"	"19567357"	"98714"
"109"	"chr1"	"19562357"	"19567357"	"98718"
"110"	"chr1"	"19562357"	"19567357"	"98719"
"111"	"chr1"	"19562357"	"19567357"	"98720"
"112"	"chr1"	"19562357"	"19567357"	"98721"
"113"	"chr1"	"19562357"	"19567357"	"98725"
"114"	"chr1"	"19565416"	"19575368"	"99321"
"115"	"chr1"	"19968103"	"19975462"	"103660"
"116"	"chr1"	"19968103"	"19975462"	"103661"
"117"	"chr1"	"19968103"	"19975462"	"103662"
"118"	"chr1"	"19968103"	"19975462"	"103663"
"119"	"chr1"	"19968103"	"19975462"	"103664"
"120"	"chr1"	"19968103"	"19975462"	"103665"
"121"	"chr1"	"19968103"	"19975462"	"103670"
"122"	"chr1"	"19968103"	"19975462"	"103671"
"123"	"chr1"	"19968103"	"19975462"	"103672"
"124"	"chr1"	"19968103"	"19975462"	"103678"
"125"	"chr1"	"19968103"	"19975462"	"103679"
"126"	"chr1"	"19968103"	"19975462"	"103686"
"127"	"chr1"	"19968103"	"19975462"	"103698"
"128"	"chr1"	"19968103"	"19975462"	"103704"
"129"	"chr1"	"19968103"	"19975462"	"103717"
"130"	"chr1"	"19968103"	"19975462"	"103718"
"131"	"chr1"	"19968103"	"19975462"	"103719"
"132"	"chr1"	"19968103"	"19975462"	"103720"
"133"	"chr1"	"19968103"	"19975462"	"103721"
"134"	"chr1"	"20141492"	"20146492"	"107400"
"135"	"chr1"	"20141492"	"20146492"	"107403"
"136"	"chr1"	"20809456"	"20815185"	"115628"
"137"	"chr1"	"20815186"	"20837976"	"116014"
"138"	"chr1"	"20913080"	"20918080"	"117335"
"139"	"chr1"	"20913080"	"20918080"	"117338"
"140"	"chr1"	"20913080"	"20918080"	"117341"
"141"	"chr1"	"20913080"	"20918080"	"117343"
"142"	"chr1"	"20957328"	"20968124"	"118350"
"143"	"chr1"	"20957328"	"20968124"	"118403"
"144"	"chr1"	"20957328"	"20968124"	"118404"
"145"	"chr1"	"20957328"	"20968124"	"118405"
"146"	"chr1"	"20957328"	"20968124"	"118406"
"147"	"chr1"	"20957328"	"20968124"	"118409"
"148"	"chr1"	"23283163"	"23292199"	"129687"
"149"	"chr1"	"23283163"	"23292199"	"129688"
"150"	"chr1"	"23283163"	"23292199"	"129689"
"151"	"chr1"	"23283163"	"23292199"	"129731"
"152"	"chr1"	"23498429"	"23509083"	"131027"
"153"	"chr1"	"23498429"	"23509083"	"131029"
"154"	"chr1"	"23713691"	"23719740"	"132988"
"155"	"chr1"	"24150884"	"24158256"	"140191"
"156"	"chr1"	"24469097"	"24474112"	"142795"
"157"	"chr1"	"24644832"	"24657261"	"144515"
"158"	"chr1"	"24644832"	"24657261"	"144516"
"159"	"chr1"	"24663502"	"24668502"	"145026"
"160"	"chr1"	"24826853"	"24831853"	"146124"
"161"	"chr1"	"24957902"	"24962902"	"147239"
"162"	"chr1"	"25874761"	"25880030"	"152926"
"163"	"chr1"	"25874761"	"25880030"	"152929"
"164"	"chr1"	"25938885"	"25949721"	"153780"
"165"	"chr1"	"26122880"	"26129426"	"155820"
"166"	"chr1"	"26122880"	"26129426"	"155832"
"167"	"chr1"	"26122880"	"26129426"	"155837"
"168"	"chr1"	"26122880"	"26129426"	"155842"
"169"	"chr1"	"26122880"	"26129426"	"155843"
"170"	"chr1"	"26122880"	"26129426"	"155845"
"171"	"chr1"	"26122880"	"26129426"	"155846"
"172"	"chr1"	"26122880"	"26129426"	"155849"
"173"	"chr1"	"26122880"	"26129426"	"155850"
"174"	"chr1"	"26122880"	"26129426"	"155851"
"175"	"chr1"	"26122880"	"26129426"	"155852"
"176"	"chr1"	"26122880"	"26129426"	"155853"
"177"	"chr1"	"26122880"	"26129426"	"155858"
"178"	"chr1"	"26122880"	"26129426"	"155859"
"179"	"chr1"	"26122880"	"26129426"	"155860"
"180"	"chr1"	"26122880"	"26129426"	"155861"
"181"	"chr1"	"26122880"	"26129426"	"155862"
"182"	"chr1"	"26122880"	"26129426"	"155863"
"183"	"chr1"	"26122880"	"26129426"	"155864"
"184"	"chr1"	"26122880"	"26129426"	"155865"
"185"	"chr1"	"26122880"	"26129426"	"155866"
"186"	"chr1"	"26122880"	"26129426"	"155868"
"187"	"chr1"	"26122880"	"26129426"	"155872"
"188"	"chr1"	"26122880"	"26129426"	"155873"
"189"	"chr1"	"26122880"	"26129426"	"155876"
"190"	"chr1"	"26122880"	"26129426"	"155887"
"191"	"chr1"	"26122880"	"26129426"	"155888"
"192"	"chr1"	"26122880"	"26129426"	"155892"
"193"	"chr1"	"26122880"	"26129426"	"155893"
"194"	"chr1"	"26122880"	"26129426"	"155894"
"195"	"chr1"	"26122880"	"26129426"	"155895"
"196"	"chr1"	"26554159"	"26561529"	"164879"
"197"	"chr1"	"26796595"	"26803799"	"168927"
"198"	"chr1"	"26796595"	"26803799"	"168928"
"199"	"chr1"	"26796595"	"26803799"	"168929"
"200"	"chr1"	"26796595"	"26803799"	"168930"
"201"	"chr1"	"26796595"	"26803799"	"168931"
"202"	"chr1"	"26881920"	"26886920"	"169785"
"203"	"chr1"	"26855141"	"26864507"	"170306"
"204"	"chr1"	"27045818"	"27054122"	"171184"
"205"	"chr1"	"27054123"	"27062454"	"171185"
"206"	"chr1"	"27090066"	"27095066"	"171194"
"207"	"chr1"	"27095057"	"27105113"	"171196"
"208"	"chr1"	"27115734"	"27121034"	"171866"
"209"	"chr1"	"27115734"	"27121034"	"171867"
"210"	"chr1"	"27115734"	"27121034"	"171869"
"211"	"chr1"	"27115734"	"27121034"	"171872"
"212"	"chr1"	"27115734"	"27121034"	"171886"
"213"	"chr1"	"27147799"	"27154952"	"172755"
"214"	"chr1"	"27147799"	"27154952"	"172759"
"215"	"chr1"	"27147799"	"27154952"	"172800"
"216"	"chr1"	"27285198"	"27290198"	"176100"
"217"	"chr1"	"27285198"	"27290198"	"176102"
"218"	"chr1"	"27606995"	"27614571"	"180109"
"219"	"chr1"	"27814873"	"27820359"	"182854"
"220"	"chr1"	"27814873"	"27820359"	"182863"
"221"	"chr1"	"27814873"	"27820359"	"182867"
"222"	"chr1"	"27814873"	"27820359"	"182872"
"223"	"chr1"	"28017973"	"28031846"	"185485"
"224"	"chr1"	"28493194"	"28511769"	"191086"
"225"	"chr1"	"29125292"	"29145455"	"196110"
"226"	"chr1"	"29524100"	"29529100"	"196573"
"227"	"chr1"	"29528060"	"29535017"	"196575"
"228"	"chr1"	"31379439"	"31384439"	"202644"
"229"	"chr1"	"31379439"	"31384439"	"202647"
"230"	"chr1"	"31379439"	"31384439"	"202648"
"231"	"chr1"	"31379439"	"31384439"	"202649"
"232"	"chr1"	"31730452"	"31735452"	"204391"
"233"	"chr1"	"31732820"	"31737820"	"204392"
"234"	"chr1"	"31739465"	"31744465"	"204396"
"235"	"chr1"	"31846463"	"31854197"	"205535"
"236"	"chr1"	"31846463"	"31854197"	"205569"
"237"	"chr1"	"31894702"	"31910292"	"207319"
"238"	"chr1"	"31894702"	"31910292"	"207322"
"239"	"chr1"	"32477732"	"32487096"	"211740"
"240"	"chr1"	"32477732"	"32487096"	"211742"
"241"	"chr1"	"32477732"	"32487096"	"211743"
"242"	"chr1"	"32477732"	"32487096"	"211744"
"243"	"chr1"	"32477732"	"32487096"	"211745"
"244"	"chr1"	"32477732"	"32487096"	"211746"
"245"	"chr1"	"32641632"	"32646632"	"213336"
"246"	"chr1"	"32641632"	"32646632"	"213340"
"247"	"chr1"	"32641632"	"32646632"	"213345"
"248"	"chr1"	"32641632"	"32646632"	"213350"
"249"	"chr1"	"32641632"	"32646632"	"213351"
"250"	"chr1"	"32641632"	"32646632"	"213352"
"251"	"chr1"	"32641632"	"32646632"	"213353"
"252"	"chr1"	"32661814"	"32670477"	"214335"
"253"	"chr1"	"32753663"	"32762300"	"216288"
"254"	"chr1"	"32789341"	"32794626"	"216710"
"255"	"chr1"	"32794627"	"32814702"	"217113"
"256"	"chr1"	"32814703"	"32825453"	"217563"
"257"	"chr1"	"33242117"	"33247315"	"219081"
"258"	"chr1"	"33112332"	"33117332"	"220723"
"259"	"chr1"	"33112332"	"33117332"	"220735"
"260"	"chr1"	"33331971"	"33341230"	"223628"
"261"	"chr1"	"33331971"	"33341230"	"223694"
"262"	"chr1"	"33331971"	"33341230"	"223695"
"263"	"chr1"	"35448466"	"35453466"	"239586"
"264"	"chr1"	"35448466"	"35453466"	"239590"
"265"	"chr1"	"35448466"	"35453466"	"239597"
"266"	"chr1"	"35448466"	"35453466"	"239604"
"267"	"chr1"	"35732372"	"35737372"	"242746"
"268"	"chr1"	"35732372"	"35737372"	"242752"
"269"	"chr1"	"35732372"	"35737372"	"242753"
"270"	"chr1"	"35732372"	"35737372"	"242754"
"271"	"chr1"	"35732372"	"35737372"	"242755"
"272"	"chr1"	"35732372"	"35737372"	"242756"
"273"	"chr1"	"35732372"	"35737372"	"242757"
"274"	"chr1"	"36028304"	"36033304"	"245037"
"275"	"chr1"	"36028304"	"36033304"	"245041"
"276"	"chr1"	"36182103"	"36187103"	"246794"
"277"	"chr1"	"36182103"	"36187103"	"246796"
"278"	"chr1"	"36326423"	"36339124"	"249772"
"279"	"chr1"	"36388376"	"36402530"	"250634"
"280"	"chr1"	"36388376"	"36402530"	"250635"
"281"	"chr1"	"36538178"	"36558502"	"251123"
"282"	"chr1"	"36538178"	"36558502"	"251155"
"283"	"chr1"	"36588533"	"36600342"	"251977"
"284"	"chr1"	"36588533"	"36600342"	"251978"
"285"	"chr1"	"36683577"	"36689674"	"252645"
"286"	"chr1"	"36823278"	"36828278"	"253767"
"287"	"chr1"	"36826349"	"36839978"	"253768"
"288"	"chr1"	"36895128"	"36907917"	"254690"
"289"	"chr1"	"36920937"	"36926609"	"256493"
"290"	"chr1"	"36920937"	"36926609"	"256495"
"291"	"chr1"	"37977869"	"37982869"	"261077"
"292"	"chr1"	"38023386"	"38029525"	"262793"
"293"	"chr1"	"38145946"	"38150946"	"263378"
"294"	"chr1"	"38149046"	"38154850"	"263379"
"295"	"chr1"	"38156095"	"38161095"	"265533"
"296"	"chr1"	"38156095"	"38161095"	"265534"
"297"	"chr1"	"38156095"	"38161095"	"265535"
"298"	"chr1"	"38156095"	"38161095"	"265549"
"299"	"chr1"	"39448021"	"39458157"	"276201"
"300"	"chr1"	"39448021"	"39458157"	"276205"
"301"	"chr1"	"39448021"	"39458157"	"276210"
"302"	"chr1"	"39448021"	"39458157"	"276211"
"303"	"chr1"	"39448021"	"39458157"	"276212"
"304"	"chr1"	"39448021"	"39458157"	"276214"
"305"	"chr1"	"40104515"	"40112348"	"281277"
"306"	"chr1"	"40104515"	"40112348"	"281281"
"307"	"chr1"	"40133696"	"40138696"	"282150"
"308"	"chr1"	"40364675"	"40374228"	"284620"
"309"	"chr1"	"40364675"	"40374228"	"284626"
"310"	"chr1"	"40364675"	"40374228"	"284628"
"311"	"chr1"	"40623353"	"40629045"	"288981"
"312"	"chr1"	"40623353"	"40629045"	"288982"
"313"	"chr1"	"40623353"	"40629045"	"288983"
"314"	"chr1"	"40718575"	"40723575"	"290153"
"315"	"chr1"	"40764146"	"40786458"	"290840"
"316"	"chr1"	"40764146"	"40786458"	"290850"
"317"	"chr1"	"40764146"	"40786458"	"290860"
"318"	"chr1"	"40764146"	"40786458"	"290861"
"319"	"chr1"	"40764146"	"40786458"	"290896"
"320"	"chr1"	"40764146"	"40786458"	"290903"
"321"	"chr1"	"40764146"	"40786458"	"290906"
"322"	"chr1"	"40808519"	"40817618"	"292159"
"323"	"chr1"	"42493902"	"42508163"	"304905"
"324"	"chr1"	"42493902"	"42508163"	"304932"
"325"	"chr1"	"42844427"	"42849515"	"307523"
"326"	"chr1"	"42916546"	"42921546"	"308336"
"327"	"chr1"	"42916546"	"42921546"	"308337"
"328"	"chr1"	"42916546"	"42921546"	"308355"
"329"	"chr1"	"42916546"	"42921546"	"308356"
"330"	"chr1"	"43204397"	"43209397"	"312339"
"331"	"chr1"	"43204397"	"43209397"	"312361"
"332"	"chr1"	"43204397"	"43209397"	"312365"
"333"	"chr1"	"43279944"	"43284944"	"314258"
"334"	"chr1"	"44405566"	"44414259"	"326074"
"335"	"chr1"	"44405566"	"44414259"	"326075"
"336"	"chr1"	"44425068"	"44437550"	"327240"
"337"	"chr1"	"45760051"	"45773195"	"337366"
"338"	"chr1"	"45760051"	"45773195"	"337367"
"339"	"chr1"	"45760051"	"45773195"	"337410"
"340"	"chr1"	"46012310"	"46017310"	"341922"
"341"	"chr1"	"46012310"	"46017310"	"341923"
"342"	"chr1"	"46012310"	"46017310"	"341925"
"343"	"chr1"	"46212702"	"46240056"	"345023"
"344"	"chr1"	"46248010"	"46253010"	"345739"
"345"	"chr1"	"46248010"	"46253010"	"345743"
"346"	"chr1"	"46248010"	"46253010"	"345744"
"347"	"chr1"	"46636318"	"46641318"	"346919"
"348"	"chr1"	"46636318"	"46641318"	"346921"
"349"	"chr1"	"46636318"	"46641318"	"346923"
"350"	"chr1"	"46636318"	"46641318"	"346944"
"351"	"chr1"	"46636318"	"46641318"	"346945"
"352"	"chr1"	"46636318"	"46641318"	"346946"
"353"	"chr1"	"46636318"	"46641318"	"346947"
"354"	"chr1"	"46683509"	"46688509"	"348896"
"355"	"chr1"	"46683509"	"46688509"	"348950"
"356"	"chr1"	"46683509"	"46688509"	"348953"
"357"	"chr1"	"46683509"	"46688509"	"348954"
"358"	"chr1"	"46683509"	"46688509"	"348983"
"359"	"chr1"	"46683509"	"46688509"	"348984"
"360"	"chr1"	"46683509"	"46688509"	"348985"
"361"	"chr1"	"46687011"	"46715365"	"349873"
"362"	"chr1"	"46805587"	"46810587"	"351232"
"363"	"chr1"	"46805587"	"46810587"	"351233"
"364"	"chr1"	"46968368"	"46973368"	"353378"
"365"	"chr1"	"46968368"	"46973368"	"353379"
"366"	"chr1"	"46968368"	"46973368"	"353381"
"367"	"chr1"	"47183266"	"47194316"	"357794"
"368"	"chr1"	"47183266"	"47194316"	"357846"
"369"	"chr1"	"47183266"	"47194316"	"357847"
"370"	"chr1"	"47183266"	"47194316"	"357848"
"371"	"chr1"	"47183266"	"47194316"	"357849"
"372"	"chr1"	"52452442"	"52457442"	"382044"
"373"	"chr1"	"52455458"	"52463976"	"382587"
"374"	"chr1"	"52455458"	"52463976"	"382592"
"375"	"chr1"	"52455458"	"52463976"	"382593"
"376"	"chr1"	"52455458"	"52463976"	"382602"
"377"	"chr1"	"53085455"	"53103647"	"390325"
"378"	"chr1"	"53085455"	"53103647"	"390326"
"379"	"chr1"	"53085455"	"53103647"	"390327"
"380"	"chr1"	"53922509"	"53927509"	"398850"
"381"	"chr1"	"54478314"	"54494347"	"402270"
"382"	"chr1"	"54605965"	"54629016"	"405005"
"383"	"chr1"	"54605965"	"54629016"	"405006"
"384"	"chr1"	"54660143"	"54666826"	"406988"
"385"	"chr1"	"54875261"	"54880261"	"408773"
"386"	"chr1"	"55100009"	"55109263"	"409624"
"387"	"chr1"	"55226356"	"55234435"	"411116"
"388"	"chr1"	"55226356"	"55234435"	"411119"
"389"	"chr1"	"55226356"	"55234435"	"411121"
"390"	"chr1"	"55226356"	"55234435"	"411124"
"391"	"chr1"	"55226356"	"55234435"	"411125"
"392"	"chr1"	"55226356"	"55234435"	"411126"
"393"	"chr1"	"55226356"	"55234435"	"411127"
"394"	"chr1"	"55348935"	"55354709"	"413524"
"395"	"chr1"	"57429764"	"57434764"	"424711"
"396"	"chr1"	"57429764"	"57434764"	"424712"
"397"	"chr1"	"57429764"	"57434764"	"424735"
"398"	"chr1"	"57429764"	"57434764"	"424736"
"399"	"chr1"	"57429764"	"57434764"	"424737"
"400"	"chr1"	"57429764"	"57434764"	"424738"
"401"	"chr1"	"57429764"	"57434764"	"424739"
"402"	"chr1"	"59160772"	"59165772"	"433819"
"403"	"chr1"	"59160772"	"59165772"	"433820"
"404"	"chr1"	"60275891"	"60282193"	"444160"
"405"	"chr1"	"62777641"	"62791752"	"459776"
"406"	"chr1"	"62777641"	"62791752"	"459778"
"407"	"chr1"	"62896775"	"62901775"	"461132"
"408"	"chr1"	"62896775"	"62901775"	"461134"
"409"	"chr1"	"62896775"	"62901775"	"461183"
"410"	"chr1"	"63051627"	"63064553"	"464185"
"411"	"chr1"	"63152128"	"63157128"	"467560"
"412"	"chr1"	"63152128"	"63157128"	"467561"
"413"	"chr1"	"64006484"	"64014378"	"476599"
"414"	"chr1"	"64006484"	"64014378"	"476600"
"415"	"chr1"	"64006484"	"64014378"	"476602"
"416"	"chr1"	"65130012"	"65135054"	"488299"
"417"	"chr1"	"66994184"	"66999575"	"503442"
"418"	"chr1"	"67138892"	"67143895"	"504957"
"419"	"chr1"	"67138892"	"67143895"	"504958"
"420"	"chr1"	"67138892"	"67143895"	"504959"
"421"	"chr1"	"67388120"	"67393120"	"507915"
"422"	"chr1"	"67598734"	"67603734"	"509817"
"423"	"chr1"	"84861492"	"84866492"	"582135"
"424"	"chr1"	"84861492"	"84866492"	"582136"
"425"	"chr1"	"85037924"	"85042924"	"587281"
"426"	"chr1"	"86168495"	"86173495"	"595234"
"427"	"chr1"	"86883597"	"86890757"	"605867"
"428"	"chr1"	"86883597"	"86890757"	"605868"
"429"	"chr1"	"87611730"	"87616730"	"613811"
"430"	"chr1"	"89614261"	"89619261"	"623354"
"431"	"chr1"	"92187461"	"92195166"	"638441"
"432"	"chr1"	"92543484"	"92548484"	"643702"
"433"	"chr1"	"93283919"	"93298141"	"648856"
"434"	"chr1"	"93283919"	"93298141"	"648861"
"435"	"chr1"	"94701169"	"94707894"	"660444"
"436"	"chr1"	"94739212"	"94755417"	"660456"
"437"	"chr1"	"94788233"	"94793333"	"660467"
"438"	"chr1"	"94793334"	"94802266"	"660468"
"439"	"chr1"	"95055025"	"95062940"	"664748"
"440"	"chr1"	"95055025"	"95062940"	"664753"
"441"	"chr1"	"95055025"	"95062940"	"664759"
"442"	"chr1"	"101703633"	"101709881"	"711041"
"443"	"chr1"	"109225380"	"109237643"	"729891"
"444"	"chr1"	"109225380"	"109237643"	"729934"
"445"	"chr1"	"109225380"	"109237643"	"729935"
"446"	"chr1"	"109639063"	"109645857"	"736530"
"447"	"chr1"	"109751344"	"109757285"	"739683"
"448"	"chr1"	"109931293"	"109941567"	"743178"
"449"	"chr1"	"110022879"	"110029212"	"746100"
"450"	"chr1"	"110022879"	"110029212"	"746101"
"451"	"chr1"	"110022879"	"110029212"	"746102"
"452"	"chr1"	"110022879"	"110029212"	"746103"
"453"	"chr1"	"110022879"	"110029212"	"746104"
"454"	"chr1"	"110022879"	"110029212"	"746106"
"455"	"chr1"	"110030352"	"110035352"	"747002"
"456"	"chr1"	"110200376"	"110205376"	"750741"
"457"	"chr1"	"110200376"	"110205376"	"750742"
"458"	"chr1"	"110256802"	"110261802"	"751497"
"459"	"chr1"	"110433231"	"110439430"	"754358"
"460"	"chr1"	"110433231"	"110439430"	"754359"
"461"	"chr1"	"110433231"	"110439430"	"754360"
"462"	"chr1"	"110433231"	"110439430"	"754361"
"463"	"chr1"	"110651169"	"110659426"	"757756"
"464"	"chr1"	"110943765"	"110952217"	"760388"
"465"	"chr1"	"111144545"	"111156675"	"763254"
"466"	"chr1"	"111415375"	"111420375"	"766380"
"467"	"chr1"	"111415375"	"111420375"	"766382"
"468"	"chr1"	"112294296"	"112300306"	"777384"
"469"	"chr1"	"112294296"	"112300306"	"777385"
"470"	"chr1"	"112294296"	"112300306"	"777388"
"471"	"chr1"	"112294296"	"112300306"	"777394"
"472"	"chr1"	"112294296"	"112300306"	"777395"
"473"	"chr1"	"112294296"	"112300306"	"777451"
"474"	"chr1"	"112294296"	"112300306"	"777455"
"475"	"chr1"	"112529962"	"112535367"	"779195"
"476"	"chr1"	"112529962"	"112535367"	"779220"
"477"	"chr1"	"112529962"	"112535367"	"779222"
"478"	"chr1"	"112529962"	"112535367"	"779248"
"479"	"chr1"	"113928930"	"113933930"	"791345"
"480"	"chr1"	"113928930"	"113933930"	"791403"
"481"	"chr1"	"114444643"	"114452891"	"796171"
"482"	"chr1"	"114444643"	"114452891"	"796180"
"483"	"chr1"	"114444643"	"114452891"	"796185"
"484"	"chr1"	"115050787"	"115055787"	"802271"
"485"	"chr1"	"115624407"	"115634633"	"810978"
"486"	"chr1"	"117207693"	"117212693"	"828364"
"487"	"chr1"	"117207693"	"117212693"	"828389"
"488"	"chr1"	"117222261"	"117237378"	"829663"
"489"	"chr1"	"117222261"	"117237378"	"829665"
"490"	"chr1"	"117449678"	"117454678"	"831781"
"491"	"chr1"	"117599045"	"117604045"	"836017"
"492"	"chr1"	"117904560"	"117911575"	"840178"
"493"	"chr1"	"117904560"	"117911575"	"840191"
"494"	"chr1"	"117904560"	"117911575"	"840232"
"495"	"chr1"	"117904560"	"117911575"	"840236"
"496"	"chr1"	"117904560"	"117911575"	"840249"
"497"	"chr1"	"145034057"	"145039057"	"853780"
"498"	"chr1"	"145035421"	"145040421"	"853781"
"499"	"chr1"	"145035919"	"145040919"	"853782"
"500"	"chr1"	"145037086"	"145042086"	"853783"
"501"	"chr1"	"145039424"	"145044424"	"853784"
"502"	"chr1"	"145070982"	"145075982"	"853794"
"503"	"chr1"	"145073332"	"145078332"	"853795"
"504"	"chr1"	"145076155"	"145081155"	"853796"
"505"	"chr1"	"145413460"	"145426145"	"853834"
"506"	"chr1"	"145034057"	"145039057"	"855604"
"507"	"chr1"	"145035421"	"145040421"	"855605"
"508"	"chr1"	"145035919"	"145040919"	"855606"
"509"	"chr1"	"145037086"	"145042086"	"855607"
"510"	"chr1"	"145039424"	"145044424"	"855608"
"511"	"chr1"	"145035421"	"145040421"	"856696"
"512"	"chr1"	"145035919"	"145040919"	"856697"
"513"	"chr1"	"145037086"	"145042086"	"856698"
"514"	"chr1"	"145039424"	"145044424"	"856699"
"515"	"chr1"	"145070982"	"145075982"	"857301"
"516"	"chr1"	"145070982"	"145075982"	"857308"
"517"	"chr1"	"145070982"	"145075982"	"857312"
